ax (m/s^2),ay (m/s^2),az (m/s^2)
-1.2864,-0.004,-1.2027
2.8126,-3.2948,-3.4349
0.0154,-0.8774,-1.3742
-0.1672,-1.7126,1.9186
-1.4153,-1.161,2.1266
-1.9264,-1.8892,-0.9628
0.2135,-0.0949,1.6986
-1.1034,0.6176,-1.3934
-0.2481,-0.417,-1.2575
-2.1648,-0.7161,0.1821
0.9846,-1.507,0.6681
-4.2621,-0.6734,-1.2148
-4.0123,1.3657,-0.2531
-2.0413,0.0652,-0.2781
-0.9244,-0.3844,-1.4285
-0.5289,-2.5929,0.2341
-0.6563,1.8271,-1.1969
3.479,-1.5066,3.1879
-2.0691,0.6566,-0.338
-3.9526,-1.8927,-0.8488
-1.6367,-1.6103,-1.4188
1.3516,0.1849,-0.681
-1.6354,1.353,-1.2253
0.9346,-1.2335,-1.4769
-1.8483,-0.174,0.8737
-2.8586,-2.1324,-0.7132
3.1445,-3.1293,0.0879
1.9739,-2.406,1.9145
-0.0836,-1.3964,2.0228
4.2389,-4.8584,2.5121
-0.5268,-1.0662,-2.0083
4.9957,-2.1173,-1.4049
2.7219,-1.3711,0.6495
3.8721,-4.3059,2.6774
1.8016,-0.0634,-1.0048
-3.417,2.9135,-1.5241
-1.7265,-2.6696,-0.6612
-0.708,1.3862,-1.0321
3.3726,2.0814,2.4411
0.2638,0.9648,-0.8528
1.4691,-0.4896,2.9989
-1.6178,-0.2802,-0.8294
-3.3905,-0.4056,-1.213
1.6415,-1.3545,2.9237
3.2124,-3.2082,-1.6766
-0.3174,0.283,-1.2881
-1.1829,-0.0386,-0.5945
-1.8956,0.2331,-1.2001
0.0498,-0.3944,-2.4467
-3.3679,1.3175,2.9687
1.7087,-2.3312,0.7032
0.0989,-2.3443,-0.1798
-3.3879,1.2268,2.9231
-2.1931,-1.0223,-0.4309
-4.3048,2.0408,-1.2715
-1.0041,-0.6404,-1.3842
2.789,-1.8734,0.2279
1.4766,-1.9826,2.7025
1.463,-0.4364,4.538
1.6848,-1.6784,-1.5764
0.9072,-0.6903,1.9023
-3.6203,-1.5744,-0.817
-0.5853,-1.63,-1.9363
-0.0588,-1.6154,-0.3189
-2.5166,2.1402,-1.5717
-0.2723,0.0141,-0.3855
-2.5251,0.7938,-0.0013
4.963,0.9375,4.4356
0.7226,-3.1785,-0.9284
3.9205,-2.1032,5.8379
-0.4874,-0.8013,-0.8781
-0.8358,-1.3121,-1.0943
-2.6804,-0.0586,0.8088
-1.242,-0.0828,3.2012
-1.4038,-0.0965,-1.6929
-0.5966,-1.9591,1.856
1.1234,-0.7443,-1.4923
-1.2392,-1.8021,-1.5005
-5.4627,0.4576,-1.2391
-3.5222,-2.3466,0.922
-4.2899,-0.5967,-1.0044
3.931,2.4427,-1.0315
-3.4281,-1.4804,-0.374
-0.0846,-0.1122,-0.4809
-2.2257,1.4189,1.413
0.6578,-0.1794,2.305
-4.3773,2.0668,1.0703
-1.718,0.457,-0.6013
3.9625,-3.6396,0.3801
0.6989,0.9623,1.5773
-2.2964,3.9987,-1.086
1.8398,0.023,-2.1371
0.9995,-0.5871,-2.2547
2.2403,-2.9453,4.2266
-4.5554,0.8755,-1.0899
2.062,2.8589,-0.4221
4.4386,-3.7516,0.919
-0.6516,-0.3343,-1.3485
-1.5726,-1.8025,-0.8178
-0.3945,0.0567,-0.4309
-1.9951,-0.4098,0.1253
-2.3272,-1.332,-1.5705
1.5081,1.6517,-0.29
-0.0576,-3.125,2.3688
0.1559,-1.0149,-2.2119
-4.5862,-1.8352,-0.4047
-3.646,0.3073,-0.5384
-2.1894,-1.9459,-0.5964
2.2873,-2.004,2.8748
-2.127,-0.5281,-1.7188
-0.7838,-0.4424,4.0902
-2.3158,0.5165,0.0161
1.4735,-0.04,1.1361
0.8295,-1.2039,-2.6794
-3.4945,2.7968,-1.8134
3.7875,-2.4138,-0.205
-2.7382,1.4359,-0.3252
-0.2913,2.2435,1.2211
-3.9669,0.4632,3.0333
4.3601,1.5247,0.3875
-3.4013,1.3803,-1.0203
-4.1422,-1.7643,-0.7118
-3.2857,-1.2755,0.1728
1.8483,0.635,2.0031
-3.4929,-1.0776,-1.0122
-2.5149,1.8215,1.4994
-1.6374,-0.339,2.5763
-2.7062,2.4836,3.0042
2.4478,-0.9334,1.3082
-2.4556,-2.2689,0.9729
1.4927,-1.5084,-1.1318
-3.3012,1.5218,-0.5924
-3.2746,0.7757,0.0053
3.7296,-3.3537,-1.4571
3.0549,-0.8041,-1.7642
-3.7811,0.9004,1.2608
-0.3908,-0.3514,2.177
4.766,-2.9235,-0.7364
-2.8623,-1.5776,0.3326
2.7108,-1.1808,-2.6706
2.4127,-1.0882,3.9184
-1.592,-1.843,-2.2395
3.5885,-2.1954,2.5075
1.3946,-2.0357,3.2575
0.354,-3.337,1.2696
3.0421,0.1945,1.836
-0.8902,1.4212,0.6224
2.0493,0.1183,0.7912
-0.7933,2.1671,0.4881
1.1764,-3.6661,0.1851
0.6861,-2.436,-2.4642
-0.6201,0.4956,-0.59
-1.1751,0.394,0.0018
0.5676,2.2568,0.6184
1.5069,-2.8166,0.8112
0.952,0.0446,-2.3489
1.0493,0.011,1.4737
-1.1597,1.6764,-0.0798
-1.4696,-0.1907,0.7737
-0.3786,0.3581,-2.5314
4.1566,-2.0709,1.7253
-0.0771,2.3387,5.7037
-1.3143,-0.6238,1.3296
-0.7869,1.2333,0.3349
-2.5624,1.3644,-1.1866
-3.8454,0.6748,0.2477
-1.9754,-0.8553,-1.5689
-3.4612,-2.732,-3.1815
-0.2683,-2.0387,0.6097
2.9291,1.0148,-2.0063
2.2865,2.7407,0.6476
-0.4378,-0.2699,-2.0902
1.7225,-2.9608,-0.99
-1.463,0.3754,-1.5015
1.4633,-1.5443,2.5312
2.6031,-1.0448,-0.3146
-0.7955,-1.0675,1.5816
-3.2307,-1.5412,0.0125
3.2277,-0.7647,1.1971
-2.0272,0.857,-2.6675
-0.3203,-1.6796,-1.6349
-3.2939,-0.8188,-0.6893
-0.896,-1.8376,0.5373
-1.9452,1.8088,-0.8696
-0.4337,-0.6629,2.0036
-0.3469,-0.6418,-1.4138
-0.2857,-2.627,0.5576
0.9937,1.4459,-0.6616
-2.1398,0.091,-2.8996
-2.7753,1.8641,1.7609
-1.5398,-0.2869,-1.1053
-1.5687,1.8521,-0.3426
-0.6958,-2.4223,1.3889
-0.3386,-0.3692,-1.1606
0.6357,-1.9305,0.5936
-5.0803,0.8653,-2.7689
0.7242,-0.91,-1.3376
-1.9746,-0.1225,-1.9956
-0.253,-2.3016,1.4828
-0.5476,0.4356,-0.6738
-4.0488,0.0303,-0.1711
-0.5185,-0.8574,-1.1226
3.8068,-2.518,-0.1855
-3.0926,-0.9133,-0.6017
1.9183,-2.5433,-1.4374
-0.9595,-2.8443,3.2795
-3.1484,-2.0846,-1.2779
4.0684,-2.9831,4.2777
0.0273,-1.0047,5.8887
-0.8249,-1.9489,-0.3159
-3.7141,1.3539,-0.875
-2.3458,-0.6743,0.7555
-1.8377,-2.2326,-0.5001
-5.2969,-0.6967,1.6337
-1.3179,0.6807,-1.8742
0.1353,-1.5747,0.0057
-1.1353,1.2084,-1.2981
-0.8572,-3.3215,0.8096
0.4489,-0.9188,-0.5511
2.6744,-2.6775,4.518
-0.4505,-1.1046,-1.3793
-1.6303,-1.6809,-1.7982
-1.6855,-1.2316,-1.8773
-3.2581,3.1308,-1.1671
-2.7535,0.9254,-2.0001
-3.236,-1.3913,-0.5076
-1.6207,-1.4757,-0.5091
1.3562,0.725,0.1656
-0.5366,0.2158,-1.0305
3.7066,-2.2469,0.2661
1.5941,-1.7482,-0.3119
2.323,-0.9226,2.3029
1.5122,4.7798,3.7541
-0.3237,-0.0675,-1.4931
-4.0963,1.2528,3.9733
-5.4447,-1.3564,-1.2432
0.6909,-1.0215,-2.2646
3.7837,-1.7637,0.8107
0.6255,-0.8612,-1.2373
-2.4842,-2.7539,-1.2533
2.5623,-1.3749,-0.1682
2.3484,-3.9666,-1.673
5.7386,2.8465,1.1163
1.577,-2.0771,-2.0159
-2.78,-2.2471,-0.6616
0.8464,1.2616,-3.7577
0.6019,-0.9946,0.023
-1.8716,1.3013,1.3451
1.5788,-0.8365,-0.3585
0.0193,-0.2473,-1.4588
-0.4343,0.0233,-2.2505
-0.8417,-0.9943,1.5717
0.7995,-0.4475,-1.0191
-0.8822,-1.6636,-1.3206
-0.3389,2.1221,1.0964
-1.308,0.5043,-1.9746
-3.9598,2.8012,-1.6896
0.5166,-2.0977,-1.6922
-4.1617,0.8975,-1.6521
2.1838,0.4207,4.6684
2.8934,-2.3416,1.4576
0.3111,-1.2199,0.4535
-1.1908,-0.653,0.4719
-0.5771,-1.0523,-2.8627
-2.2761,0.6976,1.2786
-5.03,2.8947,-1.7809
-1.2347,0.3977,-1.0944
-4.0215,2.8763,-1.2743
-1.5472,-0.2717,-1.0572
-2.2633,2.1556,-0.8802
-1.4331,-1.1255,1.0858
-1.8675,1.5362,1.0268
-1.1981,1.1025,1.4392
1.2903,-0.0983,-0.3371
-1.7841,1.9004,1.5458
3.2343,3.6577,2.5173
-0.001,-0.2493,-0.7699
0.3438,-0.8535,0.5119
2.4799,-0.2465,0.0192
-1.3488,-1.9959,-2.6494
3.9257,-2.1659,-1.3839
1.3549,1.781,1.0134
0.7909,-0.628,-0.758
3.8104,-2.009,4.6653
0.8413,-1.4054,2.0615
-0.5601,0.0684,-1.6063
-3.6423,-1.7195,-0.6416
1.3813,-2.9512,-1.2713
1.1653,0.5907,-0.3297
0.5054,-1.5094,-1.2615
0.5626,-3.4949,8.9197
1.633,0.1711,-3.2869
-0.4888,0.5793,0.5683
4.8092,-3.467,1.4966
1.035,-0.0635,-1.5238
-0.9268,-2.1666,1.6033
-0.925,-0.396,-1.4161
-1.2273,0.5296,-1.4198
-1.5734,-0.8889,1.7771
1.6766,-0.7634,2.0704
2.4108,-0.0979,2.6869
-0.5952,0.2626,-1.7582
-0.6843,-1.7712,0.5259
-0.4973,-2.1145,-0.8603
-0.2821,-1.9047,2.7524
-2.9562,-1.5802,-0.78
1.1065,-1.0126,-1.0879
2.6531,-0.4401,-1.0856
0.1367,-0.4634,-0.4695
0.791,-0.5753,-1.4346
-2.1677,-0.3721,0.4278
-3.8106,-1.1915,-0.0903
0.0151,-1.7467,-1.7942
-1.3602,0.0622,1.5251
0.9657,-2.6801,2.9479
3.5979,2.2265,-0.061
-2.5911,-0.8478,0.2044
-2.5412,1.4824,0.4565
-2.4709,-1.6652,-0.7921
-1.0781,1.0231,-1.2262
-0.5294,0.3055,-0.9996
4.6161,-3.3154,4.3
-2.6791,-0.3305,0.3447
-2.7054,-0.8096,1.4547
-3.2005,-2.0101,-0.4093
-1.9003,0.5205,-0.8242
0.4076,-0.1976,0.6625
-1.2291,-0.4554,1.0819
0.4985,-1.8917,0.0568
2.655,-1.1845,-1.7898
3.9841,0.7259,0.8863
-0.3719,-0.6835,-1.0963
-0.5041,0.3068,-0.4015
0.6645,-1.2507,-1.4469
1.7306,-1.338,-0.741
2.4816,1.5601,0.2603
-1.2069,1.4515,-0.5482
0.7969,-2.3616,2.6682
3.9069,-4.7034,2.6176
4.0677,1.2019,0.7217
6.4668,2.3145,3.2999
1.0395,-0.6452,1.4797
6.2691,-11.2842,5.2054
-1.0888,-1.6162,-0.1733
-2.0842,-1.4333,1.9031
-3.1941,-0.6254,-2.3444
1.3347,-2.0509,-1.8446
-3.0151,-1.6128,-0.8575
1.0166,-1.6139,1.4628
0.369,1.4826,-1.0473
1.7857,-0.8869,-1.681
-2.1192,-0.3592,-0.059
-1.7128,1.9306,1.1673
-0.3271,-0.4495,-1.5701
0.8451,-0.6524,-1.6228
0.5959,-2.4345,0.2041
1.67,-2.7228,-0.818
0.7441,-2.0691,2.1089
2.8269,2.2464,4.5845
2.3991,-2.6303,-2.2349
5.8227,0.6896,1.1694
1.2593,-1.6448,-0.064
5.4083,0.8513,2.7558
2.6938,-1.3659,-0.6533
-5.5052,1.7417,3.8392
0.3027,-0.3331,-1.2046
-1.1219,-7.7426,-0.4034
-0.0817,-1.2038,-0.7154
-3.4023,-1.0287,-0.1683
0.3878,-0.3296,-1.536
-0.5727,-1.9727,1.2976
-2.6066,-0.0431,-0.3015
-0.4214,-1.0303,-3.0193
-1.458,0.7791,-0.5518
-3.4367,-1.8176,-0.3365
-4.8732,2.1363,-1.6916
1.9113,-3.1103,0.1466
0.4196,-2.264,2.5412
-3.4791,-0.5646,0.1216
-1.1109,0.51,1.1359
0.4179,-1.8526,1.8288
5.9563,2.1277,2.8879
1.0924,-3.2192,-1.0504
3.009,-1.3322,-1.7564
-2.0627,-1.5369,-1.1362
1.4594,-4.0416,2.3298
5.8326,3.1954,1.9023
-3.9206,3.8593,-1.5547
-2.4996,1.9787,-1.3867
-4.0115,0.9536,-0.5522
2.437,-1.6365,1.3073
1.8639,-1.3291,-1.7549
3.376,3.3066,2.9258
0.2946,-0.5325,-1.0139
-1.8719,-0.3351,0.348
3.6745,-0.9174,-1.6461
1.182,-0.546,0.6175
-1.8921,-2.2369,-1.2467
-4.6883,-1.3612,-0.923
-0.8369,0.3292,1.3422
1.6461,-2.4426,-2.0419
-2.116,2.5092,-2.2484
0.5023,0.8399,3.6668
-3.8851,2.1123,0.1243
-3.4879,-0.4082,-1.4257
-0.5674,-0.1585,-0.6694
-0.945,0.5334,-0.9968
-4.0352,1.9144,-2.1037
1.0696,0.3951,-0.7319
3.2252,-1.1618,-0.4999
2.7016,0.6996,-2.4996
-3.8578,0.3247,-1.2305
-0.7082,-0.5511,1.1936
0.5673,-1.1343,-1.0025
0.6798,1.141,-0.5681
2.51,-2.6275,-0.3769
2.1735,-4.286,1.9808
-4.0343,0.4461,-1.314
5.2277,-2.8638,4.8258
5.6861,0.3825,2.8197
-0.3099,0.3625,-0.7796
-2.4267,-1.817,-0.9104
-1.8524,2.1189,-0.7984
-1.4104,-1.9575,-1.8137
-2.2698,-0.0615,0.9173
1.6134,0.43,-1.8568
-1.9472,1.1258,-1.5042
-1.7242,-1.4887,0.3486
1.0349,0.4008,-1.3223
-1.1609,0.1489,-0.2854
2.3212,-0.6794,3.552
-3.4191,-1.2819,-0.2092
1.7766,-2.1773,-1.1886
-0.9709,0.4607,-1.0456
-1.3136,-2.3008,-0.6141
4.7753,-2.2583,1.0181
1.3216,-0.3795,-1.5035
1.6859,-0.8122,3.0552
-2.0302,0.9027,-2.5507
-2.8764,1.2081,1.978
-0.2798,1.2853,-1.6711
-2.3405,1.7334,1.82
5.0045,2.8193,-0.3104
0.8106,-0.6134,2.7073
3.2489,-0.758,2.2563
1.357,0.3982,-1.3873
0.0789,0.9287,0.2375
-2.3281,-0.5218,-0.4302
4.1343,-0.9824,2.9668
1.0147,0.0361,-0.9189
-2.7853,1.3911,1.1797
4.9093,1.9043,0.5421
-3.605,2.4857,-1.7225
2.2696,0.0128,-1.369
-2.6602,1.6356,-0.692
4.6859,-2.5385,0.652
0.8483,-1.3793,-1.508
0.7204,-1.1492,0.8878
-2.3283,-0.9928,0.2397
0.345,-1.0364,1.3069
0.9712,-2.096,4.6451
-1.6704,0.1231,-1.1407
4.2802,-2.0023,2.5003
-3.4363,1.842,-1.7255
3.5781,-1.3408,0.1433
0.3427,-1.2422,-1.4378
-2.6371,-0.6992,0.4776
0.1275,-1.7236,-0.4267
-0.7993,0.6939,-1.1259
0.7875,-0.4643,-1.624
-0.4503,-0.0253,-1.2673
-1.1376,-1.2129,1.5678
-0.4001,1.9375,-1.6185
-1.8044,0.8483,-0.4937
-4.0588,-1.0891,-0.982
5.4606,-3.591,1.1742
-2.5603,-2.3042,-1.894
-3.4616,0.4461,-0.5687
-4.9405,-2.3108,-2.0242
1.4609,0.0176,-0.658
4.0428,-3.0311,1.4917
2.8233,-3.562,4.296
3.5148,-1.9908,1.0998
2.74,-1.7723,-0.2589
0.3925,-0.0205,-0.2449
0.3332,-0.483,-2.4189
-6.1958,-1.7275,-2.2083
-3.2425,-0.7614,-0.2236
-2.8316,-0.9071,-0.6042
-1.7608,-1.7062,-0.0216
-3.0722,-1.1258,0.3845
0.657,1.3344,2.4065
0.6686,0.5219,-1.3805
-3.4107,-3.3978,-3.2401
-2.5183,0.8031,-0.1275
0.7387,-2.4768,2.5455
1.2101,1.0072,-1.1241
-2.8894,-0.0145,-1.4586
-2.9202,0.4876,-0.0484
-0.8989,1.3387,0.4023
-0.6238,-1.0765,-0.1308
-1.442,0.6586,-0.209
-2.7005,-2.4316,-0.2925
-0.0097,1.8723,-0.039
0.0828,4.6893,4.0896
3.8666,-2.4688,0.9143
2.4471,0.291,-1.7035
-1.4271,1.2567,-0.1343
1.3379,-0.1625,-1.3384
4.7892,-2.645,4.3005
-3.5697,-2.5155,0.0449
2.3108,-1.1393,1.8983
2.2007,0.9642,3.1591
2.0039,1.2827,-0.5244
-1.0774,-0.2687,-0.5557
-3.5245,-1.6273,-0.154
-1.0448,-2.6535,-0.1312
-2.7734,-0.7114,1.4615
-3.0801,-3.122,0.5471
0.0651,-2.7587,0.7788
0.5868,-0.4347,-1.8911
-4.1562,-0.9379,-1.3032
1.6232,-1.3339,2.7859
-2.8032,2.3458,-0.8829
0.4059,2.2364,2.437
-4.4338,0.2337,-2.1217
-1.4314,-0.2638,0.7775
-0.1,-0.5193,-0.8761
-0.9137,1.7777,-0.5845
-3.5186,1.6837,-1.5881
-5.1562,1.0265,-2.948
1.0092,-0.9791,1.0756
-1.5199,-1.869,0.9162
-1.7044,0.7825,-0.1168
-0.1957,0.0138,-3.1296
-1.9905,-0.0763,1.5444
2.0294,0.0175,-1.2822
-2.3149,1.3268,1.4107
-1.4006,0.4391,-2.5367
-3.281,-2.8184,0.9522
2.1806,-2.2322,-1.9899
-1.0737,0.4927,-0.0649
1.3545,-1.5307,1.8588
-4.1237,-1.6507,-0.5429
-1.3164,-1.3432,-1.5372
0.5993,-3.6529,-2.5097
-0.2997,-0.9861,-0.9608
-3.8393,1.642,3.8139
0.7746,-0.5924,-0.9213
1.4026,-2.793,-0.6301
-0.2636,-1.2027,-2.3976
-0.2532,0.0525,-1.2416
0.7308,-0.6852,-1.0935
-0.8062,1.1455,-1.419
-3.929,1.7163,-1.0178
-2.0083,-1.9605,-0.5741
-2.1779,2.8054,1.2632
3.1638,-2.9797,0.4622
-3.7574,-0.2098,-1.3843
-3.2211,-0.378,3.0219
-1.7029,2.1486,-2.4566
1.5012,2.7566,4.3184
1.5795,-2.3958,1.6042
-1.4893,0.9528,-2.0995
-4.4662,-0.121,-0.8976
-4.1271,1.9414,-2.0093
-3.2941,1.3573,-0.5248
-2.8173,0.2887,0.9758
3.0783,2.0219,4.2883
-4.4001,1.7142,-1.6653
-2.135,2.5818,-2.0467
0.259,-0.0512,2.1201
-0.561,-1.9659,-1.7575
1.7263,-1.9167,-1.3822
-0.2591,-1.5791,-0.7498
1.3031,-0.3379,-1.1968
1.3245,-0.7947,-1.0798
0.1654,1.8337,-2.0239
-4.1281,-1.2031,-0.3408
2.8675,-4.4833,3.2564
-0.3105,0.0737,-1.4221
4.2271,-4.2959,2.1211
-2.4011,2.3573,-1.6647
-0.8988,-2.2186,1.6898
-2.154,-3.3383,0.3189
-2.6615,-1.242,-1.1601
-2.9673,0.5859,3.9148
-2.81,-3.6837,1.6216
-3.3107,-2.1502,-0.6357
-1.4487,0.2758,3.0889
-3.9572,-1.3429,-0.8695
-4.2699,0.7652,2.862
-0.8801,0.2171,-1.4192
-4.4439,0.3319,-2.2768
-1.9792,2.6718,0.0313
1.2006,0.734,-0.8584
-6.8027,-0.9901,-2.3441
-0.4246,-3.0327,4.3376
2.6223,0.0229,-1.7459
-0.3997,-2.5902,1.6267
1.6699,-2.8224,-4.6339
-1.3533,-2.2358,-2.1599
5.5752,-3.6887,2.341
0.6328,-2.5057,2.5821
3.5287,-3.1196,-0.3571
-0.9217,2.2866,0.135
0.7122,-0.4344,-1.5586
1.1826,-0.7276,3.0049
3.6981,-2.4938,6.4439
0.0334,0.7735,-0.3274
-0.0702,-2.3342,2.3917
-2.7761,2.0738,-0.9682
-3.7213,-1.1658,-0.4282
-2.8179,-0.3438,-0.1578
-0.4399,0.2684,0.3967
-3.1399,-1.1691,-0.4823
-1.4805,-2.2959,0.9397
-1.4638,0.1737,-1.0192
4.9464,2.5884,4.1076
-4.245,-0.8173,-1.1767
6.1503,-4.2704,1.0719
-0.2117,-0.571,-1.2226
-1.3621,-2.943,1.5904
-2.5822,1.2433,1.4606
1.2166,-2.0412,2.9867
-0.6799,-0.2689,-1.3292
0.2768,-0.3823,-1.9293
0.7489,-1.1596,-3.6876
2.641,-0.9544,2.3064
0.8158,-1.9014,2.8469
-0.7049,1.0288,-1.0566
-3.5877,-2.5453,-0.3784
4.2295,-2.046,1.9183
-3.8824,-2.2849,-0.3956
-3.9518,-0.9045,0.1153
-3.9111,-1.709,-0.9162
-0.2503,1.9181,-0.6682
0.0275,-0.7271,-0.3183
-3.8556,-2.3485,-0.3593
-1.975,-0.9,0.5784
-2.0522,1.4437,0.0588
0.6628,-3.2312,-2.4808
-2.5035,0.709,-0.0416
-3.383,-0.8072,-0.305
-2.9719,-1.7652,-0.1769
-2.4608,-1.8434,-0.7734
0.4458,-3.6612,2.5656
2.2622,-4.2313,3.1051
-3.4271,-1.743,-0.7446
-3.7069,1.3774,1.5002
-2.1847,0.3639,0.5628
-3.4163,-2.1847,-1.7604
0.135,0.5966,-1.7535
5.4361,3.1996,3.3526
1.5077,-1.7164,1.0887
0.861,2.2687,-0.6441
3.7279,1.1508,1.5826
-3.8309,-2.46,0.833
1.8576,-0.5119,-1.5383
-3.2168,3.0113,6.3695
-2.3054,0.2991,1.4704
-0.098,2.0114,-2.4321
-1.2121,0.9502,-1.519
-2.6335,0.8656,-2.5819
-1.6871,-0.6435,1.3687
2.566,-0.9717,-1.3437
2.8548,-0.4704,-1.1199
-2.2699,2.04,1.7983
-2.2867,-1.136,1.9523
0.143,-1.9713,2.4509
3.041,1.635,0.2112
3.5606,-4.0142,0.6452
0.2023,-1.9782,-1.6158
0.1417,-2.1746,1.5595
-3.1918,-0.3717,-1.4816
-0.9835,-1.8455,0.1509
-1.5496,0.1085,0.9729
0.1044,-0.7738,-1.4333
3.8541,-3.6377,0.3147
-3.4692,0.2871,-0.4665
-0.8957,-2.126,2.5399
3.6905,-3.5655,0.5782
0.5013,-0.5251,-1.2674
-1.8315,1.5648,0.5293
1.2993,0.5754,-1.5092
-2.6807,-0.8282,0.3261
-0.3967,0.2022,1.6283
-3.1743,-0.0938,-0.4345
-5.1754,1.8288,2.6147
0.3922,-1.0581,0.8439
-3.3351,2.7308,-2.0993
0.4921,-2.1832,-0.0525
-1.1572,-2.5169,2.2885
1.4923,0.0869,-0.8055
0.6913,0.762,-0.3248
-0.07,-0.0547,-0.2491
-2.3655,-2.0776,-1.4139
1.4269,-2.1017,2.9095
-0.8241,-0.9164,1.0358
-2.7857,-0.3928,-0.3765
-0.6486,1.734,-0.376
0.301,-3.2871,3.1756
-0.3447,1.3285,-1.1989
